Black Body Radiation Experiment Fri, Nov 29, 2024 1:07 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.01260
0.00000	-0.01260
0.00000	-0.01663
0.01015	-0.00810
0.05076	-0.01325
0.31472	-0.01711
0.50761	-0.01550
0.57868	-0.01180
0.78173	-0.00874
0.80203	-0.01099
0.81218	-0.00826
0.81218	-0.00600
0.84264	-0.01469
0.87310	-0.00697
1.00508	-0.01212
1.07614	-0.01486
1.11675	-0.01051
1.17766	-0.01308
1.21827	-0.00616
1.23858	-0.01051
1.28934	-0.01212
1.30964	-0.01099
1.31980	-0.01180
1.36041	-0.01051
1.38071	-0.00858
1.40102	-0.01518
1.44162	-0.01228
1.47208	-0.01148
1.49239	-0.00842
1.53299	-0.01276
1.57360	-0.01325
1.58376	-0.01083
1.64467	-0.00536
1.68528	-0.00632
1.70558	-0.00987
1.79695	-0.00906
1.83756	-0.01067
1.85787	-0.00729
1.92893	-0.00842
1.96954	-0.01502
2.00000	-0.00826
2.08122	-0.01550
2.14213	-0.01614
2.17259	-0.00681
2.30457	-0.01518
2.40609	-0.00713
2.44670	-0.00987
2.65990	-0.00745
2.81218	-0.01083
2.90355	-0.00938
3.10660	-0.01244
3.24873	-0.00922
3.29949	-0.01453
3.43147	-0.01292
3.51269	-0.00810
3.53299	-0.01260
3.61421	-0.01357
3.67513	-0.01051
3.71574	-0.00938
3.85787	-0.01373
3.96954	-0.01115
4.04061	-0.00729
4.18274	-0.01083
4.31472	-0.01341
4.36548	-0.00697
4.56853	-0.00987
4.72081	-0.01003
4.78173	-0.01260
4.97462	-0.00391
5.09645	-0.00745
5.13706	-0.01131
5.34010	-0.01067
5.45178	-0.00665
5.51269	-0.01099
5.70558	-0.01099
5.85787	-0.01341
6.08122	-0.01389
6.24365	-0.01228
6.31472	-0.00842
6.54822	-0.01099
6.74112	-0.00761
6.84264	-0.00504
7.19797	-0.00826
7.48223	-0.01357
7.63452	-0.00729
8.05076	-0.01099
8.35533	-0.00745
8.52792	-0.00938
8.89340	-0.01196
9.12690	-0.01260
9.24873	-0.01067
9.56345	-0.01292
9.79695	-0.00906
9.93909	-0.00681
10.33503	-0.01260
10.60914	-0.00874
10.74112	-0.00987
11.00508	-0.00697
11.22843	-0.01325
11.30964	-0.00311
11.62437	-0.00842
11.85787	-0.00665
12.05076	-0.01003
12.31472	-0.01196
12.48731	-0.00568
12.55838	-0.01534
12.72081	-0.01115
12.83249	-0.01019
12.87310	-0.00536
13.01523	-0.00922
13.11675	-0.00793
13.16751	-0.01067
13.34010	-0.00649
13.48223	-0.00713
13.54315	-0.00729
13.74619	-0.00632
13.88832	-0.00649
13.95939	-0.00761
14.18274	-0.00584
14.33503	-0.00632
14.39594	-0.00649
14.58883	-0.00407
14.70051	-0.00616
14.73096	-0.00713
14.80203	-0.00649
14.81218	-0.00584
14.81218	-0.00649
14.80203	-0.00906
14.81218	-0.00729
14.81218	-0.00198
14.81218	-0.00761
14.81218	-0.01019
14.81218	-0.00117
14.81218	-0.00294
14.81218	-0.00616
14.81218	-0.00600
14.82234	0.00124
14.82234	-0.00150
14.82234	-0.00697
14.83249	-0.00455
14.85279	-0.00101
14.88325	-0.00938
14.89340	-0.00005
14.94416	-0.00439
14.97462	-0.00359
14.99492	-0.00311
15.05584	-0.00311
15.16751	-0.00182
15.23858	-0.00681
15.51269	-0.00584
15.77665	-0.00616
15.88832	-0.00037
16.24365	-0.00375
16.48731	-0.00568
16.57868	0.00092
16.83249	0.00060
16.94416	0.00108
16.98477	-0.00053
17.07614	0.00011
17.09645	0.00816
17.10660	0.00913
17.10660	0.00864
17.10660	0.01009
17.10660	0.00076
17.10660	0.01042
17.11675	0.00800
17.12690	0.01074
17.14721	0.00977
17.16751	0.00671
17.19797	0.01090
17.23858	0.01347
17.26904	0.01315
17.53299	0.00945
17.76650	0.01669
17.89848	0.01621
18.41624	0.02860
18.72081	0.04454
18.86294	0.05387
19.43147	0.11552
19.80711	0.17685
20.12183	0.27294
20.64975	0.54802
20.92386	0.72056
21.16751	0.92337
21.70558	1.28810
22.01015	1.44794
22.24365	1.54242
22.65990	1.56898
22.86294	1.51956
23.03553	1.43860
23.34010	1.23676
23.52284	1.11813
23.59391	1.06485
23.85787	0.89102
24.08122	0.77255
24.16244	0.71638
24.46701	0.55864
24.70051	0.44935
24.79188	0.41362
25.11675	0.30577
25.31980	0.23962
25.41117	0.21081
25.68528	0.14643
25.87817	0.11777
25.98985	0.10747
26.29442	0.07576
26.49746	0.06208
26.59898	0.04631
26.89340	0.03247
27.09645	0.02474
27.17766	0.02426
27.42132	0.01701
27.58376	0.01782
27.66497	0.01074
27.88832	0.00607
28.05076	0.00237
28.12183	0.00671
28.26396	0.00575
28.31472	0.00430
28.32487	-0.00053
28.32487	-0.00230
28.32487	0.00349
28.32487	-0.00246
28.33503	0.00237
28.36548	0.00124
28.40609	-0.00198
28.43655	0.00301
28.63959	-0.00472
28.81218	0.00044
28.90355	-0.00681
29.14721	-0.00536
29.32995	-0.00085
29.41117	-0.00713
29.58376	-0.00729
29.64467	-0.00472
29.65482	-0.00600
29.64467	-0.00327
29.64467	-0.00777
29.64467	-0.00439
29.66497	-0.00858
29.70558	-0.00359
29.73604	0.00108
29.76650	-0.00729
29.94924	-0.00826
30.14213	-0.00101
30.23350	-0.01148
30.52792	-0.00729
30.74112	-0.00472
30.82234	-0.00230
31.08629	-0.00504
31.24873	-0.00375
31.32995	-0.00987
31.53299	-0.00681
31.65482	-0.00117
31.70558	-0.00391
31.89848	-0.01083
32.07107	-0.00117
32.15228	-0.00681
32.43655	-0.00488
32.62944	-0.00150
32.72081	-0.00761
32.93401	-0.00649
33.08629	-0.00214
33.16751	-0.00552
33.36041	-0.00632
33.51269	0.00156
33.56345	-0.00407
33.76650	-0.00649
33.91878	-0.00198
34.00000	-0.00616
34.19289	-0.00278
34.31472	-0.00150
34.37563	-0.00649
34.54822	-0.00150
34.64975	-0.00632
34.71066	-0.00423
34.90355	-0.00536
35.04569	-0.00472
35.10660	-0.00665
35.36041	-0.00649
35.56345	-0.00166
35.65482	-0.00600
35.92893	-0.00745
36.09137	-0.00037
36.17259	-0.00230
36.39594	-0.00230
36.54822	-0.00536
36.63959	-0.00294
36.88325	0.00044
37.05584	-0.00488
37.16751	-0.00053
37.43147	-0.00874
37.61421	-0.00150
37.71574	-0.00632
38.01015	-0.00327
38.19289	-0.00359
38.30457	-0.00166
38.62944	-0.00294
38.88325	-0.00182
39.02538	-0.00391
39.42132	-0.00278
39.67513	0.00269
39.81726	-0.00085
40.06091	-0.00600
40.25381	-0.00085
40.32487	-0.00053
40.53807	-0.00343
40.77157	0.00092
40.86294	0.00140
41.20812	0.00092
41.49239	-0.00391
41.60406	-0.00488
41.98985	-0.00262
42.28426	-0.00198
42.40609	0.00124
42.85279	-0.00101
43.15736	-0.00101
43.27919	-0.00375
43.63452	-0.00423
43.87817	-0.00761
43.96954	-0.00053
44.24365	0.00044
44.45685	-0.00037
44.53807	-0.00375
44.80203	-0.00552
44.98477	-0.00455
45.07614	0.00076
45.35025	-0.00085
45.59391	-0.00311
45.70558	-0.00407
46.06091	0.00205
46.35533	-0.00455
46.48731	-0.00262
46.92386	-0.00262
47.20812	-0.00391
47.32995	-0.00552
47.73604	-0.00182
48.02030	-0.00407
48.15228	0.00060
48.53807	-0.00568
48.81218	-0.00600
48.92386	-0.00439
49.25888	-0.00069
49.49239	-0.00198
49.60406	-0.00343
49.93909	-0.00343
50.20305	-0.00262
50.33503	-0.00536
50.70051	-0.00214
50.96447	-0.00616
51.08629	0.00478
51.55330	-0.00375
51.90863	0.00253
52.07107	-0.00423
52.50761	-0.00359
52.81218	-0.00552
52.93401	-0.00246
53.38071	0.00092
53.68528	-0.00101
53.83756	-0.00649
54.31472	-0.00278
54.60914	-0.00150
54.77157	-0.00810
55.23858	-0.00005
55.58376	-0.00455
55.72589	0.00044
56.12183	-0.00069
56.40609	-0.00439
56.53807	0.00092
56.99492	0.00108
57.36041	-0.00005
57.52284	0.00060
58.05076	-0.00198
58.39594	-0.00150
58.57868	-0.00343
59.06599	-0.00037
59.44162	0.00076
59.59391	-0.00037
60.06091	-0.00198
60.42640	0.00221
60.56853	-0.00632
61.03553	-0.00327
61.36041	0.00221
61.54315	-0.00729
62.04061	-0.00150
62.42640	-0.00053
62.59898	-0.00343
63.16751	-0.00407
63.55330	0.00188
63.74619	-0.00761
64.26396	-0.00391
64.65990	0.00333
64.84264	-0.00439
65.30964	-0.00069
65.68528	-0.00246
65.84772	-0.00214
66.32487	-0.00455
66.65990	0.00253
66.83249	-0.00262
67.26904	0.00188
67.55330	-0.00069
67.70558	0.00140
68.20305	0.00172
68.50761	0.00108
68.68020	0.00237
69.16751	0.00269
69.48223	-0.00391
69.68528	0.00333
70.17259	0.00221
70.43655	-0.00198
70.58883	0.00188
71.07614	0.00333
71.45178	-0.00037
71.63452	-0.00327
72.20305	-0.00423
72.51777	0.00092
72.70051	-0.00085
73.21827	0.00221
73.59391	0.00044
73.79695	0.00317
74.33503	0.00285
74.73096	0.00237
74.94416	0.00623
75.54315	0.00671
75.96954	0.00124
76.18274	0.00188
76.71066	0.00253
77.05584	0.00639
77.25888	0.00253
77.73604	0.02571
78.07107	0.06192
78.29442	0.08462
78.84264	0.11472
79.22843	0.10264
79.42132	0.09363
79.91878	0.06852
80.27411	0.05581
80.42640	0.05403
80.91371	0.03536
81.24873	0.02876
81.42132	0.02506
81.85787	0.01975
82.14213	0.01299
82.28426	0.01718
82.76142	0.01380
83.09645	0.00800
83.23858	0.01911
83.72589	0.01718
84.06091	0.00897
84.19289	0.01106
84.56853	0.00945
84.85279	0.00703
84.99492	0.01235
85.42132	0.00768
85.74619	0.01170
85.87817	0.00848
86.34518	0.01508
86.60914	0.00768
86.74112	0.00752
87.13706	0.00816
87.41117	0.00526
87.56345	0.01042
87.93909	0.01106
88.19289	0.00752
88.34518	0.00575
88.74112	0.00671
89.02538	0.01363
89.15736	0.00977
89.60406	0.00977
89.87817	0.01106
89.98985	0.01267
90.36548	0.01267
