Black Body Radiation Experiment Fri, Nov 29, 2024 1:17 PM
Sensor Position (Degrees)	Light Intensity (Volts)
42.34518	-0.01695
42.63959	-0.01518
42.83249	-0.01582
42.91371	-0.01775
43.19797	-0.01212
43.38071	-0.01389
43.64467	-0.00826
43.79695	-0.00938
43.86802	-0.01775
44.13198	-0.01292
44.29442	-0.01791
44.37563	-0.01695
44.60914	-0.01711
44.77157	-0.01775
44.84264	-0.01630
45.05584	-0.01679
45.24873	-0.01502
45.34010	-0.01260
45.62437	-0.01469
45.80711	-0.01341
46.11168	-0.01325
46.31472	-0.01647
46.57868	-0.01824
46.76142	-0.01824
47.05584	-0.01469
47.20812	-0.01196
47.51269	-0.01453
47.70558	-0.01244
47.96954	-0.01566
48.15228	-0.01663
48.41624	-0.01791
48.60914	-0.01920
48.89340	-0.02049
49.08629	-0.01534
49.17766	-0.02129
49.46193	-0.01486
49.65482	-0.01260
49.74619	-0.01550
50.02030	-0.01453
50.21320	-0.01550
50.30457	-0.01598
50.54822	-0.01453
50.75127	-0.01647
50.84264	-0.01920
51.13706	-0.01695
51.31980	-0.01486
51.41117	-0.01486
51.65482	-0.01148
51.80711	-0.01502
51.89848	-0.02097
52.22335	-0.01308
52.40609	-0.01727
52.49746	-0.01308
52.77157	-0.01550
52.97462	-0.01212
53.05584	-0.01566
53.32995	-0.01807
53.53299	-0.01647
53.62437	-0.01518
53.85787	-0.01534
54.03046	-0.01695
54.10152	-0.01630
54.34518	-0.01614
54.49746	-0.01695
54.56853	-0.01598
54.77157	-0.01695
54.89340	-0.01727
54.94416	-0.01936
55.16751	-0.01888
55.32995	-0.01711
55.41117	-0.01389
55.65482	-0.01856
55.84772	-0.01534
55.94924	-0.02065
56.20305	-0.01840
56.40609	-0.01824
56.49746	-0.01421
56.77157	-0.01486
56.95431	-0.01824
57.03553	-0.01759
57.28934	-0.01486
57.48223	-0.01663
57.59391	-0.01469
57.89848	-0.02226
58.10152	-0.01389
58.20305	-0.01405
58.49746	-0.01840
58.71066	-0.01840
58.81218	-0.01824
59.17766	-0.01663
59.42132	-0.01679
59.53299	-0.01888
59.93909	-0.01985
60.17259	-0.01405
60.30457	-0.01614
60.63959	-0.01647
60.86294	-0.01373
60.94416	-0.01421
61.23858	-0.01518
61.42132	-0.01550
61.51269	-0.01888
61.77665	-0.01647
61.92893	-0.02323
62.17259	-0.01743
62.33503	-0.01775
62.57868	-0.01743
62.72081	-0.01598
62.80203	-0.01614
63.11675	-0.01196
63.40102	-0.02129
63.55330	-0.01566
63.91878	-0.01952
64.15228	-0.01695
64.26396	-0.01260
64.58883	-0.01244
64.82234	-0.01244
64.92386	-0.02097
65.18782	-0.01791
65.27919	-0.01502
65.32995	-0.01341
65.54315	-0.01341
65.71574	-0.01437
65.78680	-0.01566
65.92893	-0.01952
66.01015	-0.01679
66.06091	-0.01968
66.30457	-0.01936
66.52792	-0.01518
66.62944	-0.01582
66.93401	-0.01727
67.12690	-0.01630
67.22843	-0.01598
67.54315	-0.01437
67.76650	-0.01341
67.86802	-0.01791
68.09137	-0.02001
68.22335	-0.01276
68.28426	-0.01614
68.39594	-0.01952
68.44670	-0.01824
68.46701	-0.01775
68.60914	-0.01405
68.76142	-0.01856
68.84264	-0.01711
69.12690	-0.01357
69.30964	-0.01260
69.40102	-0.01630
69.70558	-0.01630
69.93909	-0.01148
70.06091	-0.02017
