Black Body Radiation Experiment Fri, Nov 29, 2024 1:11 PM
Sensor Position (Degrees)	Light Intensity (Volts)
48.47716	-0.03819
48.73096	-0.03787
48.92386	-0.03562
49.01523	-0.03675
49.31980	-0.03916
49.52284	-0.03304
49.62437	-0.03852
49.93909	-0.03208
50.22335	-0.03675
50.33503	-0.03530
50.71066	-0.03498
50.99492	-0.03819
51.11675	-0.03675
51.47208	-0.03337
51.68528	-0.03304
51.76650	-0.03143
52.02030	-0.03691
52.17259	-0.03610
52.24365	-0.03707
52.47716	-0.03369
52.69036	-0.03385
52.77157	-0.03224
53.07614	-0.04093
53.28934	-0.03369
53.38071	-0.03417
53.66497	-0.03578
53.87817	-0.03353
53.94924	-0.03385
54.19289	-0.03755
54.36548	-0.03771
54.44670	-0.03723
54.74112	-0.03755
54.96447	-0.03417
55.06599	-0.03514
55.42132	-0.03819
55.62437	-0.03755
55.70558	-0.03691
55.90863	-0.03884
56.04061	-0.03353
56.11168	-0.03739
56.33503	-0.03578
56.47716	-0.03320
56.53807	-0.03417
56.77157	-0.03900
56.88325	-0.03836
56.93401	-0.03288
57.08629	-0.03481
57.19797	-0.03675
57.26904	-0.04029
57.45178	-0.04013
57.55330	-0.03562
57.60406	-0.03852
57.73604	-0.03465
57.84772	-0.03514
57.89848	-0.03288
58.06091	-0.03417
58.19289	-0.03288
58.26396	-0.04077
58.43655	-0.03304
58.56853	-0.03530
58.78173	-0.03256
58.91371	-0.03610
58.97462	-0.03353
59.12690	-0.03176
59.20812	-0.03433
59.23858	-0.03868
59.35025	-0.03417
59.43147	-0.03755
59.47208	-0.03868
59.54315	-0.03755
59.60406	-0.03658
59.66497	-0.03514
59.82741	-0.02854
59.94924	-0.03610
60.01015	-0.03192
60.18274	-0.03642
60.33503	-0.03465
60.41624	-0.03723
60.62944	-0.03562
60.75127	-0.03369
60.82234	-0.03401
61.01523	-0.03481
61.19797	-0.03771
61.26904	-0.03465
61.48223	-0.03111
61.60406	-0.03176
61.66497	-0.03755
61.84772	-0.03707
61.96954	-0.03626
62.03046	-0.03707
62.22335	-0.03417
62.35533	-0.03691
62.42640	-0.03224
62.62944	-0.03498
62.76142	-0.03256
62.81218	-0.03095
62.99492	-0.03546
63.12690	-0.03127
63.17766	-0.03948
63.41117	-0.03288
63.59391	-0.03208
63.67513	-0.04077
63.89848	-0.04045
64.00000	-0.03481
64.05076	-0.03481
64.20305	-0.03417
64.28426	-0.03304
64.33503	-0.03369
64.48731	-0.03320
64.60914	-0.03240
64.65990	-0.03900
64.89340	-0.03304
65.06599	-0.03015
65.15736	-0.03707
65.44162	-0.03288
65.64467	-0.03288
65.75635	-0.03127
66.12183	-0.03160
66.37563	-0.03610
66.49746	-0.03304
66.88325	-0.03272
67.19797	-0.03675
67.37056	-0.03337
67.92893	-0.03192
68.36548	-0.03755
68.55838	-0.03691
69.17766	-0.03562
69.55330	-0.03417
69.73604	-0.02934
70.22335	-0.03160
70.55838	-0.03208
70.73096	-0.03208
71.30964	-0.03481
71.57360	-0.03192
71.74619	-0.02902
72.36548	-0.03337
72.90355	-0.03755
73.17766	-0.03047
73.84772	-0.03803
74.29442	-0.03160
74.52792	-0.02854
75.21827	-0.03079
75.62437	-0.03031
75.84772	-0.03353
76.38579	-0.03288
76.72081	-0.02483
76.90355	-0.02564
77.31980	-0.01743
77.56345	-0.00632
77.68528	0.01621
78.02030	0.08510
78.26396	0.12309
78.38579	0.14465
78.76142	0.15930
79.03553	0.14401
79.21827	0.12952
79.64467	0.09234
79.96954	0.06916
80.14213	0.06047
80.63959	0.03392
80.95431	0.01943
81.11675	0.00913
81.63452	-0.00150
81.96954	-0.00649
82.14213	-0.01148
82.61929	-0.01952
