Black Body Radiation Experiment Fri, Nov 29, 2024 1:16 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.03610
0.00000	-0.03256
0.00000	-0.03047
0.00000	-0.03353
0.00000	-0.03530
0.00000	-0.03192
0.00000	-0.03498
0.00000	-0.02854
0.00000	-0.03449
0.00000	-0.03031
0.00000	-0.03530
0.00000	-0.03449
0.00000	-0.03562
0.00000	-0.03514
0.00000	-0.03465
0.00000	-0.03143
0.00000	-0.03546
0.00000	-0.03514
0.00000	-0.03192
0.00000	-0.03143
0.00000	-0.03015
0.00000	-0.02934
0.00000	-0.03433
0.00000	-0.03176
0.00000	-0.02854
0.00000	-0.03079
0.00000	-0.03192
0.00000	-0.03192
0.00000	-0.03015
0.00000	-0.03514
0.00000	-0.02532
0.00000	-0.02870
0.00000	-0.02709
0.00000	-0.03015
0.00000	-0.03031
0.00000	-0.02870
0.00000	-0.03063
0.00000	-0.02999
0.01015	-0.03288
0.02030	-0.03353
0.04061	-0.02934
0.04061	-0.02982
0.11168	-0.03256
0.22335	-0.02886
0.37563	-0.03031
0.47716	-0.02918
0.82234	-0.03176
0.95431	-0.02741
0.99492	-0.02934
1.12690	-0.03192
1.23858	-0.02886
1.34010	-0.03143
1.59391	-0.03192
1.77665	-0.03675
1.86802	-0.03111
2.19289	-0.03369
2.31472	-0.02628
2.38579	-0.03240
2.50761	-0.02999
2.57868	-0.03208
2.60914	-0.03208
2.70051	-0.03369
2.77157	-0.03514
2.83249	-0.02982
3.03553	-0.02741
3.16751	-0.02886
3.23858	-0.03320
3.46193	-0.03127
3.63452	-0.02918
3.71574	-0.03031
3.97970	-0.02886
4.13198	-0.03208
4.21320	-0.02661
4.33503	-0.03320
4.42640	-0.02725
4.46701	-0.02548
4.58883	-0.03530
4.69036	-0.03320
4.73096	-0.02644
4.90355	-0.02982
5.06599	-0.03095
5.14721	-0.02918
5.50254	-0.02789
5.80711	-0.02532
5.95939	-0.03481
6.54822	-0.02741
6.97462	-0.02612
7.14721	-0.03304
7.63452	-0.03272
7.89848	-0.02532
8.02030	-0.02838
8.39594	-0.02178
8.53807	-0.02467
8.62944	-0.02564
8.94416	-0.03127
9.13706	-0.02467
9.21827	-0.02339
9.54315	-0.02596
9.76650	-0.02693
9.90863	-0.02757
10.35533	-0.03143
10.72081	-0.02500
10.90355	-0.02709
11.28934	-0.02789
11.54315	-0.02789
11.63452	-0.02290
11.88832	-0.02564
12.02030	-0.02145
12.07107	-0.02918
12.21320	-0.02435
12.25381	-0.02194
12.26396	-0.02677
12.28426	-0.02564
12.28426	-0.02081
12.28426	-0.02693
12.28426	-0.02210
12.29442	-0.02145
12.29442	-0.01936
12.34518	-0.02049
12.39594	-0.01888
12.76142	-0.02017
13.05584	-0.02564
13.34010	-0.02065
13.72589	-0.01759
13.86802	-0.01663
13.93909	-0.01920
14.19289	-0.01276
14.38579	-0.01502
14.48731	-0.01453
14.97462	-0.00810
15.21827	-0.00632
15.36041	-0.00423
15.86802	0.00124
16.13198	0.00993
16.38579	0.01428
16.95431	0.03198
17.28934	0.04212
17.57360	0.06353
18.05076	0.12373
18.23350	0.14916
18.41624	0.18409
19.01523	0.31543
19.32995	0.42649
19.63452	0.57602
20.23350	1.10815
20.56853	1.50685
20.85279	2.01516
21.30964	2.90350
21.52284	3.33472
21.70558	3.68819
22.14213	4.30437
22.36548	4.45230
22.54822	4.47918
22.92386	4.22839
23.11675	4.00723
23.18782	3.89294
23.44162	3.46140
23.63452	3.10776
23.69543	2.94841
23.97970	2.46922
24.19289	2.08099
24.28426	1.93323
24.59898	1.48850
24.84264	1.20859
24.95431	1.11797
25.35025	0.79847
25.61421	0.61691
25.72589	0.55590
26.12183	0.37289
26.39594	0.28694
26.49746	0.25024
26.84264	0.16928
27.06599	0.12936
27.16751	0.11118
27.52284	0.06949
27.78680	0.05581
27.88832	0.04663
28.20305	0.02796
28.42640	0.01878
28.51777	0.01380
28.82234	0.00156
29.04569	0.00591
29.14721	-0.00069
29.42132	-0.00777
29.61421	-0.00455
29.69543	-0.01164
29.94924	-0.01502
30.12183	-0.00987
30.19289	-0.01244
30.42640	-0.01260
30.57868	-0.01679
30.61929	-0.01550
30.74112	-0.01663
30.80203	-0.01679
30.84264	-0.01566
30.97462	-0.01469
31.08629	-0.01502
31.15736	-0.01840
31.36041	-0.01357
31.48223	-0.01807
31.55330	-0.01824
31.74619	-0.01936
31.88832	-0.01985
31.94924	-0.02017
32.15228	-0.01743
32.29442	-0.01824
32.36548	-0.01502
32.57868	-0.01502
32.72081	-0.02081
32.80203	-0.01920
32.98477	-0.01598
33.10660	-0.02210
33.16751	-0.01566
33.31980	-0.01936
33.43147	-0.02017
33.59391	-0.01502
33.71574	-0.02129
33.75635	-0.01518
33.90863	-0.02500
34.02030	-0.02258
34.18274	-0.02097
34.28426	-0.01840
34.31472	-0.01952
34.43655	-0.01904
34.50761	-0.02403
34.52792	-0.02483
34.60914	-0.02403
34.68020	-0.02129
34.79188	-0.02516
34.85279	-0.02049
34.88325	-0.02210
34.97462	-0.02371
35.02538	-0.02258
35.09645	-0.02467
35.12690	-0.01807
35.13706	-0.02274
35.20812	-0.01840
35.31980	-0.02677
35.39086	-0.02194
35.66497	-0.02355
35.92893	-0.02274
36.07107	-0.02226
36.47716	-0.01807
36.73096	-0.02725
36.81218	-0.02371
37.00508	-0.02290
37.13706	-0.02017
37.19797	-0.02097
37.42132	-0.02129
37.56345	-0.03079
37.63452	-0.02886
37.84772	-0.02773
38.01015	-0.02210
38.10152	-0.02129
38.41624	-0.02435
38.62944	-0.02355
38.73096	-0.02548
39.04569	-0.02129
39.26904	-0.02339
39.37056	-0.02773
39.67513	-0.02516
39.88832	-0.02113
39.98985	-0.01985
40.25381	-0.02210
40.46701	-0.02323
40.55838	-0.02242
40.83249	-0.02355
41.05584	-0.02323
41.14721	-0.02323
41.47208	-0.02049
41.62437	-0.02162
41.73604	-0.02258
42.10152	-0.02162
42.32487	-0.02661
42.41624	-0.01856
42.72081	-0.02306
42.97462	-0.02596
43.05584	-0.02306
43.36041	-0.02242
43.57360	-0.02017
43.64467	-0.02564
43.90863	-0.02467
44.10152	-0.02435
44.17259	-0.02145
44.41624	-0.02709
44.58883	-0.02516
44.67005	-0.02274
44.93401	-0.02596
45.14721	-0.02677
45.22843	-0.02516
45.53299	-0.02290
45.75635	-0.02194
45.84772	-0.02500
46.14213	-0.01663
46.36548	-0.02306
46.44670	-0.02049
46.77157	-0.02677
47.00508	-0.01985
47.08629	-0.02934
47.35025	-0.02773
47.51269	-0.02210
47.58376	-0.02001
47.79695	-0.02403
47.94924	-0.02483
48.02030	-0.02596
48.22335	-0.02162
48.40609	-0.02001
48.46701	-0.02725
48.74112	-0.02274
48.99492	-0.02532
49.07614	-0.02065
49.42132	-0.02210
49.66497	-0.02258
49.75635	-0.02419
50.08122	-0.02612
50.27411	-0.02467
50.35533	-0.02500
50.61929	-0.02306
50.80203	-0.02274
50.89340	-0.02081
