Black Body Radiation Experiment Fri, Nov 29, 2024 1:14 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.04190
0.00000	-0.04528
0.00000	-0.03836
0.00000	-0.03771
0.00000	-0.04222
0.01015	-0.04125
0.01015	-0.04270
0.01015	-0.03803
0.01015	-0.03932
0.01015	-0.04061
0.01015	-0.03964
0.01015	-0.03691
0.01015	-0.03852
0.01015	-0.03739
0.01015	-0.04238
0.01015	-0.04061
0.01015	-0.03803
0.01015	-0.03868
0.01015	-0.03739
0.01015	-0.04029
0.01015	-0.03594
0.01015	-0.03900
0.01015	-0.04109
0.01015	-0.04270
0.01015	-0.03498
0.01015	-0.03610
0.01015	-0.03884
0.01015	-0.03868
0.01015	-0.03546
0.01015	-0.03642
0.01015	-0.03707
0.01015	-0.03852
0.01015	-0.04270
0.01015	-0.04222
0.01015	-0.03980
0.01015	-0.04367
0.01015	-0.04447
0.01015	-0.03916
0.01015	-0.03836
0.01015	-0.04431
0.01015	-0.03707
0.01015	-0.04013
0.01015	-0.04174
0.01015	-0.04270
0.01015	-0.04029
0.01015	-0.04383
0.01015	-0.04512
0.01015	-0.03836
0.02030	-0.04093
0.03046	-0.04174
0.04061	-0.03707
0.05076	-0.03433
0.08122	-0.04029
0.09137	-0.03948
0.12183	-0.03707
0.24365	-0.03803
0.43655	-0.03465
0.57868	-0.03642
0.99492	-0.03578
1.30964	-0.04045
1.45178	-0.03626
1.71574	-0.03498
1.81726	-0.03819
1.85787	-0.03739
1.87817	-0.03610
1.87817	-0.03819
1.87817	-0.03723
1.95939	-0.03256
2.08122	-0.03401
2.26396	-0.03723
2.44670	-0.03739
2.67005	-0.03642
2.81218	-0.03787
2.89340	-0.03707
3.13706	-0.03465
3.31980	-0.03401
3.39086	-0.03852
3.64467	-0.03498
3.79695	-0.03723
3.86802	-0.04093
4.09137	-0.03385
4.23350	-0.03449
4.33503	-0.03433
4.55838	-0.03546
4.79188	-0.03401
4.91371	-0.03320
5.43147	-0.03546
5.84772	-0.03176
6.01015	-0.04238
6.69036	-0.03192
6.95431	-0.03256
7.07614	-0.03320
7.36041	-0.03304
7.51269	-0.03353
7.62437	-0.03047
7.96954	-0.03272
8.26396	-0.03691
8.59898	-0.03240
