Black Body Radiation Experiment Fri, Nov 29, 2024 1:11 PM
Sensor Position (Degrees)	Light Intensity (Volts)
43.02538	-0.01582
43.14721	-0.01695
43.53299	-0.01260
43.80711	-0.01292
43.91878	-0.01630
44.28426	-0.01421
44.52792	-0.01292
44.63959	-0.01421
44.98477	-0.01453
45.22843	-0.01614
45.34010	-0.01614
45.74619	-0.01598
45.96954	-0.01453
46.11168	-0.01486
46.62944	-0.01502
47.01523	-0.01357
47.15736	-0.01727
47.64467	-0.01791
47.96954	-0.01647
48.11168	-0.01582
48.56853	-0.02145
48.92386	-0.01695
49.07614	-0.01357
49.55330	-0.01727
49.84772	-0.02081
49.97970	-0.01099
50.36548	-0.01550
50.62944	-0.01099
50.73096	-0.01759
50.98477	-0.01035
51.23858	-0.01260
51.34010	-0.01566
51.71574	-0.01518
51.94924	-0.01647
52.05076	-0.02033
52.37563	-0.01469
52.62944	-0.01711
52.76142	-0.01212
53.13706	-0.01486
53.39086	-0.02355
53.51269	-0.01663
53.85787	-0.01614
54.11168	-0.01276
54.23350	-0.01582
54.56853	-0.01872
54.86294	-0.01534
54.98477	-0.01985
55.43147	-0.01598
55.74619	-0.02017
55.87817	-0.01759
56.30457	-0.01582
56.57868	-0.01502
56.70051	-0.01421
57.11675	-0.01598
57.42132	-0.02081
57.55330	-0.01614
58.03046	-0.01518
58.36548	-0.01308
58.53807	-0.01502
58.98477	-0.01131
59.20812	-0.01856
59.32995	-0.01711
59.67513	-0.01502
59.93909	-0.02290
60.07107	-0.01824
60.54822	-0.01469
60.89340	-0.01936
61.08629	-0.01502
61.62437	-0.01566
62.05076	-0.01840
62.25381	-0.01099
62.89340	-0.01083
63.39086	-0.01695
63.64467	-0.01389
64.27411	-0.01518
64.68020	-0.01679
64.87310	-0.01469
65.39086	-0.01598
65.75635	-0.01791
65.94924	-0.01373
66.45685	-0.01679
66.79188	-0.01260
66.93401	-0.01373
67.37056	-0.01469
67.64467	-0.01341
67.77665	-0.01276
68.12183	-0.01486
68.32487	-0.01405
68.43655	-0.01743
68.78173	-0.01469
69.02538	-0.01373
69.15736	-0.01453
69.50254	-0.01598
69.69543	-0.00970
69.80711	-0.01373
70.13198	-0.01518
70.36548	-0.01341
70.48731	-0.01534
70.87310	-0.01212
71.15736	-0.01405
71.32995	-0.01437
71.73604	-0.01099
71.98985	-0.01711
72.13198	-0.01486
72.56853	-0.01437
72.93401	-0.01164
73.09645	-0.01840
73.65482	-0.00697
74.00000	-0.01437
74.16244	-0.01663
74.69036	-0.01421
75.06599	-0.01148
75.26904	-0.01019
75.84772	-0.00874
76.23350	-0.01212
76.42640	-0.00713
76.95431	-0.01341
77.29949	-0.00600
77.44162	-0.00890
77.98985	0.01090
78.41624	0.03472
78.68020	0.04840
79.27919	0.06047
79.62437	0.05902
79.78680	0.05613
80.18274	0.04663
80.39594	0.03198
80.49746	0.02828
80.78173	0.01653
80.96447	0.01363
81.05584	0.00977
81.34010	0.00124
81.53299	-0.00214
81.61421	0.00140
81.82741	-0.00214
81.95939	0.00044
81.98985	-0.00359
82.12183	-0.00745
82.26396	-0.00085
82.35533	-0.00649
82.68020	-0.00681
82.90355	-0.00745
83.00508	-0.00568
83.32995	-0.00649
83.54315	-0.00311
83.63452	-0.00568
83.96954	-0.01212
84.18274	-0.00278
84.28426	-0.00391
84.59898	-0.00359
84.82234	-0.00311
84.93401	-0.00584
85.24873	-0.00729
85.49239	-0.00455
85.60406	-0.00150
85.92893	-0.00632
86.10152	-0.00665
86.19289	-0.00472
86.39594	-0.00488
86.52792	-0.01260
86.60914	-0.00761
86.85279	-0.00681
87.05584	-0.00520
87.17766	-0.00600
87.49239	-0.00761
87.74619	-0.00552
87.83756	-0.00890
88.17259	-0.01148
88.38579	-0.00987
88.46701	-0.00182
88.71066	-0.00391
88.88325	-0.01003
88.94416	-0.01019
89.23858	-0.00987
89.47208	-0.00761
89.61421	-0.00793
89.96954	-0.00745
90.16244	-0.00391
