Black Body Radiation Experiment Mon, Nov 25, 2024 4:28 PM
Sensor Position (Degrees)	Light Intensity (Volts)
40.21320	-0.01131
40.35533	-0.00858
40.40609	-0.01518
40.53807	-0.01373
40.69036	-0.01308
40.75127	-0.01067
40.96447	-0.00987
41.12690	-0.01099
41.21827	-0.01341
41.48223	-0.01131
41.69543	-0.01148
41.81726	-0.01148
42.17259	-0.00987
42.33503	-0.01212
42.42640	-0.01244
42.77157	-0.01180
43.00508	-0.00858
43.09645	-0.00777
43.38071	-0.01244
43.58376	-0.01035
43.66497	-0.01051
43.88832	-0.01341
44.04061	-0.01453
44.12183	-0.01486
44.31472	-0.00890
44.48731	-0.01469
44.55838	-0.01003
44.79188	-0.01405
44.98477	-0.01148
45.05584	-0.00890
45.29949	-0.01244
45.46193	-0.01099
45.52284	-0.00987
45.76650	-0.01212
45.90863	-0.00906
45.95939	-0.01115
46.16244	-0.01083
46.25381	-0.01341
46.29442	-0.01437
46.44670	-0.01196
46.54822	-0.01019
46.58883	-0.01035
46.70051	-0.01405
46.79188	-0.01518
46.83249	-0.01244
46.94416	-0.01308
47.05584	-0.01341
47.10660	-0.01035
47.28934	-0.00954
47.42132	-0.01228
47.48223	-0.01679
47.60406	-0.01035
47.70558	-0.00874
47.75635	-0.01003
47.90863	-0.01212
48.03046	-0.01453
48.09137	-0.01486
48.29442	-0.01469
48.45685	-0.01421
48.52792	-0.01035
48.77157	-0.01212
48.93401	-0.01325
48.98477	-0.01083
49.19797	-0.01647
49.38071	-0.01019
49.44162	-0.01180
49.68528	-0.00890
49.86802	-0.01115
49.94924	-0.01534
50.13198	-0.01115
50.26396	-0.00761
50.31472	-0.01228
50.50761	-0.01341
50.62944	-0.01437
50.68020	-0.01148
50.88325	-0.00970
51.01523	-0.01244
51.07614	-0.00858
51.25888	-0.01373
51.40102	-0.01389
51.45178	-0.01115
51.65482	-0.01083
51.80711	-0.00874
51.89848	-0.01051
52.15228	-0.01035
52.34518	-0.01067
52.41624	-0.01325
52.70051	-0.00970
52.87310	-0.01325
52.95431	-0.01180
53.15736	-0.01357
53.34010	-0.01276
53.42132	-0.01244
53.67513	-0.01373
53.88832	-0.01534
53.97970	-0.01389
54.24365	-0.01325
54.42640	-0.01131
54.52792	-0.01308
54.80203	-0.00987
54.99492	-0.00874
55.07614	-0.01357
55.31980	-0.01148
55.48223	-0.01260
55.56345	-0.01389
55.76650	-0.01164
55.90863	-0.01228
55.97970	-0.01276
56.17259	-0.01679
56.27411	-0.01228
56.32487	-0.00970
56.51777	-0.01228
56.64975	-0.01083
56.72081	-0.01164
57.00508	-0.01212
57.17766	-0.00874
57.24873	-0.01228
57.48223	-0.01019
57.64467	-0.01067
57.70558	-0.01550
57.93909	-0.01276
58.11168	-0.01196
58.18274	-0.00616
58.41624	-0.00761
58.58883	-0.00938
58.67005	-0.00906
58.92386	-0.00954
59.10660	-0.01180
59.17766	-0.01759
59.39086	-0.01067
59.53299	-0.01131
59.59391	-0.01421
59.74619	-0.01099
59.84772	-0.01276
59.87817	-0.01260
59.95939	-0.00906
60.03046	-0.01115
60.08122	-0.01099
60.26396	-0.01405
60.39594	-0.01067
60.46701	-0.00922
60.72081	-0.01051
60.90355	-0.01131
60.99492	-0.01276
61.26904	-0.01486
61.47208	-0.00970
61.57360	-0.00954
61.88832	-0.01180
62.09137	-0.01051
62.18274	-0.01308
62.47716	-0.00793
62.71066	-0.00890
62.82234	-0.01115
63.15736	-0.01486
63.39086	-0.01115
63.49239	-0.00745
63.75635	-0.01357
64.01015	-0.01083
64.14213	-0.00938
64.62944	-0.01180
64.99492	-0.00954
65.16751	-0.01148
65.68528	-0.00874
66.02030	-0.01276
66.23350	-0.01148
66.74112	-0.01019
67.05584	-0.01357
67.20812	-0.01035
67.67513	-0.01003
67.95939	-0.01148
68.09137	-0.01083
68.42640	-0.01228
68.62944	-0.01180
68.72081	-0.01292
68.98477	-0.01389
69.17766	-0.00842
69.27919	-0.01469
69.61421	-0.01099
69.85787	-0.01421
69.97970	-0.01115
70.35533	-0.00922
70.54822	-0.01148
70.64975	-0.01035
70.93401	-0.01260
71.13706	-0.00938
71.23858	-0.01148
71.52284	-0.01228
71.69543	-0.00890
71.79695	-0.01453
72.07107	-0.00890
72.26396	-0.01180
72.36548	-0.01325
72.60914	-0.01131
72.75127	-0.00777
72.83249	-0.01421
73.10660	-0.01276
73.30964	-0.01196
73.42132	-0.01260
73.69543	-0.01131
73.88832	-0.01260
74.00000	-0.00890
74.28426	-0.00874
74.50761	-0.01083
74.62944	-0.01051
74.94416	-0.01164
75.11675	-0.00906
75.22843	-0.00938
75.47208	-0.01180
75.63452	-0.01180
75.73604	-0.01051
76.07107	-0.00842
76.30457	-0.01357
76.44670	-0.01405
76.86294	-0.01035
77.11675	-0.01083
77.26904	-0.01518
77.71574	-0.00681
77.96954	-0.00970
78.10152	-0.00777
78.46701	-0.00198
78.70051	0.00317
78.83249	0.00543
79.13706	0.01186
79.32995	0.01058
79.41117	0.00623
79.62437	0.00897
79.78680	0.00929
79.86802	0.00961
80.08122	0.00848
80.22335	0.01009
80.30457	0.00768
80.58883	0.00687
80.81218	0.00365
80.92386	0.00205
81.26904	-0.00359
81.48223	-0.00922
81.58376	-0.00294
81.89848	-0.00970
82.13198	-0.01341
82.22335	-0.00826
