Black Body Radiation Experiment Fri, Nov 29, 2024 1:45 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.02371
0.00000	-0.02145
0.00000	-0.02339
0.00000	-0.02178
0.00000	-0.02435
0.00000	-0.01904
0.00000	-0.02162
0.00000	-0.01968
0.00000	-0.02129
0.00000	-0.01952
0.00000	-0.02049
0.00000	-0.02210
0.00000	-0.01711
0.00000	-0.02033
0.00000	-0.01807
0.00000	-0.01952
0.00000	-0.02661
0.00000	-0.02242
0.00000	-0.02178
0.00000	-0.01840
0.00000	-0.01856
0.00000	-0.02178
0.00000	-0.02210
0.00000	-0.02451
0.00000	-0.01904
0.00000	-0.01952
0.00000	-0.01695
0.00000	-0.01856
0.00000	-0.02178
0.00000	-0.02081
0.00000	-0.01968
0.00000	-0.01888
0.00000	-0.02097
0.00000	-0.02274
0.00000	-0.02194
0.00000	-0.02355
0.00000	-0.02258
0.00000	-0.01985
0.01015	-0.02403
0.01015	-0.02532
0.01015	-0.02435
0.01015	-0.02290
0.01015	-0.02339
0.01015	-0.02532
0.01015	-0.02113
0.01015	-0.01614
0.01015	-0.02355
0.01015	-0.01904
0.01015	-0.02532
0.01015	-0.02081
0.01015	-0.01824
0.01015	-0.02355
0.01015	-0.01920
0.01015	-0.02049
0.01015	-0.02001
0.01015	-0.01743
0.01015	-0.01985
0.01015	-0.02323
0.02030	-0.02371
0.02030	-0.01904
0.02030	-0.01872
0.02030	-0.02097
0.02030	-0.02049
0.02030	-0.02226
0.02030	-0.02145
0.02030	-0.01936
0.02030	-0.01904
0.02030	-0.01952
0.02030	-0.01647
0.02030	-0.01840
0.03046	-0.02097
0.04061	-0.01904
0.04061	-0.01791
0.04061	-0.02323
0.05076	-0.02290
0.06091	-0.02129
0.06091	-0.01904
0.06091	-0.01502
0.07107	-0.02162
0.08122	-0.01743
0.08122	-0.02403
0.08122	-0.02371
0.08122	-0.02049
0.08122	-0.02323
0.08122	-0.02532
0.09137	-0.02387
0.10152	-0.02403
0.14213	-0.01840
0.16244	-0.02210
0.33503	-0.02162
0.54822	-0.01727
0.65990	-0.01936
0.96447	-0.02194
1.15736	-0.02371
1.24873	-0.01952
1.43147	-0.01968
1.58376	-0.02290
1.65482	-0.01743
1.83756	-0.01856
1.88832	-0.02355
1.89848	-0.02194
2.00000	-0.02226
2.10152	-0.01936
2.17259	-0.02532
2.31472	-0.01775
2.42640	-0.01663
2.45685	-0.02049
2.55838	-0.02242
2.57868	-0.02194
2.57868	-0.01985
2.57868	-0.02097
2.60914	-0.02178
2.67005	-0.01872
2.81218	-0.02162
2.90355	-0.02306
3.22843	-0.02145
3.44162	-0.01743
3.54315	-0.02290
3.77665	-0.02934
3.90863	-0.01759
3.95939	-0.01985
4.17259	-0.01791
4.27411	-0.02242
4.39594	-0.02226
4.46701	-0.02113
4.47716	-0.02210
4.48731	-0.02403
4.48731	-0.02596
4.48731	-0.02419
4.49746	-0.02500
4.53807	-0.02677
4.64975	-0.02258
4.78173	-0.02564
4.84264	-0.01904
5.02538	-0.02162
5.10660	-0.02049
5.15736	-0.01888
5.16751	-0.02242
5.20812	-0.02178
5.26904	-0.02387
5.30964	-0.01759
5.42132	-0.02145
5.47208	-0.01985
5.54315	-0.02033
5.56345	-0.02258
5.56345	-0.02129
5.57360	-0.02145
5.61421	-0.01791
5.68528	-0.02097
