Black Body Radiation Experiment Fri, Nov 29, 2024 1:42 PM
Sensor Position (Degrees)	Light Intensity (Volts)
42.72081	-0.03514
42.98477	-0.03610
43.21827	-0.03481
43.32995	-0.03369
43.68528	-0.03353
43.95939	-0.03465
44.06091	-0.03192
44.44670	-0.03320
44.73096	-0.03787
44.83249	-0.03208
45.07614	-0.03192
45.22843	-0.02854
45.27919	-0.03691
45.43147	-0.03530
45.57360	-0.03320
45.65482	-0.03546
46.00000	-0.03594
46.21320	-0.03208
46.30457	-0.03288
46.63959	-0.03417
46.90355	-0.03658
47.00508	-0.03176
47.39086	-0.03530
47.70558	-0.03111
47.83756	-0.03739
48.30457	-0.03530
48.64975	-0.03546
48.81218	-0.03047
49.30964	-0.03192
49.71574	-0.03642
49.85787	-0.03288
50.37563	-0.03433
50.72081	-0.02870
50.87310	-0.03884
51.37056	-0.03192
51.71574	-0.03498
51.83756	-0.03353
52.25381	-0.03288
52.53807	-0.03127
52.63959	-0.03337
52.97462	-0.03433
53.24873	-0.03369
53.38071	-0.03626
53.82741	-0.03481
54.13198	-0.03160
54.25381	-0.03530
54.63959	-0.03401
54.91371	-0.03514
55.04569	-0.03256
55.39086	-0.03337
55.61421	-0.03015
55.70558	-0.02934
55.98985	-0.03449
56.16244	-0.03079
56.24365	-0.03369
56.49746	-0.03819
56.64975	-0.03433
56.72081	-0.03160
56.94416	-0.03852
57.12690	-0.03433
57.19797	-0.03240
57.41117	-0.03916
57.53299	-0.03369
57.59391	-0.03127
57.78680	-0.03304
57.91878	-0.03980
57.97970	-0.03240
58.14213	-0.03658
58.25381	-0.03546
58.30457	-0.03272
58.50761	-0.02918
58.63959	-0.03160
58.70051	-0.03208
58.89340	-0.03063
59.03553	-0.03143
59.11675	-0.03723
59.41117	-0.03143
59.60406	-0.03256
59.68528	-0.03079
59.97970	-0.03224
60.19289	-0.03304
60.28426	-0.03675
60.57868	-0.03481
60.77157	-0.02886
61.09645	-0.03256
61.28934	-0.03819
61.64467	-0.03481
61.86802	-0.03385
62.23350	-0.03578
62.47716	-0.03272
62.82234	-0.03578
63.06599	-0.03160
63.46193	-0.03771
63.72589	-0.02789
64.12183	-0.03015
64.39594	-0.03208
64.51777	-0.03143
64.89340	-0.02950
65.14721	-0.03401
65.25888	-0.02870
65.57360	-0.03143
65.78680	-0.03337
65.89848	-0.02982
66.17259	-0.03481
66.33503	-0.03224
66.56853	-0.03063
66.75127	-0.03658
67.03553	-0.02999
67.18782	-0.02950
67.26904	-0.03047
67.56345	-0.03015
67.77665	-0.03127
67.88832	-0.03015
68.18274	-0.03063
68.41624	-0.03031
68.49746	-0.03192
68.77157	-0.03095
68.96447	-0.02677
69.06599	-0.03578
69.38071	-0.03401
69.63452	-0.02886
69.76650	-0.02870
70.17259	-0.02854
70.46701	-0.03176
70.61929	-0.03288
71.10660	-0.02999
71.44162	-0.02628
71.58376	-0.02982
72.00000	-0.03031
72.23350	-0.02854
72.37563	-0.02709
72.70051	-0.03176
72.89340	-0.03176
72.99492	-0.03401
73.34010	-0.02693
73.56345	-0.02483
73.68528	-0.03095
74.04061	-0.02564
74.32487	-0.02467
74.47716	-0.02854
74.90355	-0.02306
75.16751	-0.03063
75.28934	-0.02741
75.66497	-0.02564
75.93909	-0.02612
76.07107	-0.02564
76.41624	-0.02500
76.63959	-0.02628
76.74112	-0.02564
77.09645	-0.01824
77.36041	0.00510
77.50254	0.02377
